ABCD3	chr1	94418389	94518666
ABCD4	chr14	74285269	74303055
ABCE1	chr4	145098288	145129524
ABCF1	chr6	30571393	30597179
ABCF2	chr7	151211484	151227205
ABCF3	chr3	184186023	184194012
ABCG1	chr21	42199689	42297244
ABCG2	chr4	88090150	88231628
ABCG4	chr11	119149052	119162653
ABCG5	chr2	43812472	43838865
ABCG8	chr2	43831942	43882988
ABHD10	chr3	111979010	111993368
ABHD11	chr7	73736094	73738867
ABHD12B	chr14	50872053	50904970
ABHD12	chr20	25294742	25390835
ABHD13	chr13	108218392	108234243
ABHD14A	chr3	51971426	51981199
ABHD14B	chr3	51968510	51983409
ABHD15	chr17	29560547	29567037
ABHD16A	chr6	31686955	31703356
ABHD16B	chr20	63861498	63862988
ABHD17A	chr19	1876810	1885547
ABHD17B	chr9	71862452	71910931
ABHD17C	chr15	80679684	80755621
ABHD18	chr4	127965306	128039927
ABHD1	chr2	27123789	27130812
ABHD2	chr15	89087459	89202355
ABHD3	chr18	21650901	21704780
ABHD4	chr14	22598237	22613215
ABHD5	chr3	43690108	43734371
ABHD6	chr3	58237532	58295693
ABHD8	chr19	17292131	17310236
ABI1	chr10	26746593	26861087
ABI2	chr2	203328239	203447728
ABI3BP	chr3	100749156	100993515
ABI3	chr17	49210411	49223225
ABITRAM	chr9	108934400	108950744
ABL1	chr9	130713016	130887675
ABL2	chr1	179099330	179229684
ABLIM1	chr10	114431113	114768061
ABLIM2	chr4	7965310	8158832
ABLIM3	chr5	149141483	149260542
ABO	chr9	133250401	133276024
ABRA	chr8	106759483	106770244
ABRACL	chr6	139028745	139043302
ABRAXAS1	chr4	83459517	83523348
ABRAXAS2	chr10	124801819	124836667
ABR	chr17	1003518	1229738
ABT1	chr6	26596953	26600739
ABTB1	chr3	127672935	127680926
ABTB2	chr11	34150987	34358010
AC004556.3	KI270721.1	2585	11802
AC004593.3	chr7	29122340	29514667
AC004706.3	chr17	6628619	6640456
AC005551.1	chr19	3482804	3483446
AC005726.1	chr17	28455752	28614197
AC007244.1	chrY	19076946	19077416
AC007325.1	KI270734.1	72411	74814
AC007325.2	KI270734.1	138082	161852
AC007325.4	KI270734.1	131494	137392
AC007906.2	chr16	53035690	53052873
AC008162.2	chrX	120877496	120878924
AC008397.1	chr19	18249950	18255419
AC008687.4	chr19	49017496	49020523
AC009412.1	chr7	6329412	6348959
AC010255.3	chr5	122129622	122183949
AC010325.1	chr19	50776141	50793142
AC011005.1	chr7	129126518	129130793
AC011043.1	GL000195.1	42939	49164
AC011043.2	GL000195.1	173872	179372
AC011195.2	chr17	58660424	58692018
AC011841.1	GL000205.2	99351	104855
AC013470.2	chr7	12469621	12542222
AC015802.6	chr17	76563710	76570544
AC015871.1	chr15	79898840	79923702
AC021072.1	chr12	53241889	53242723
AC021097.2	chr7	151207837	151210378
AC022506.1	chr12	57517712	57520480
AC023490.5	chr22	18633984	18634682
AC023491.2	KI270731.1	10598	13001
AC024558.2	chr3	126571779	126608555
AC025283.2	chr16	3365099	3479550
AC025287.4	chr16	75660227	75677009
AC026740.3	chr5	716808	766919
AC048338.2	chr12	122207662	122227534
AC055839.2	chr17	5499439	5501145
AC067752.1	chr10	62520448	62672011
AC072022.2	chr3	187743686	187746028
AC073111.4	chr7	150400702	150412470
AC079447.1	chr2	99141485	99322741
AC083977.1	chr8	32647202	32647390
AC084121.11	chr8	7723091	7726101
AC084121.12	chr8	7738387	7741396
AC084121.13	chr8	7768977	7771988
AC084121.5	chr8	7761330	7764340
AC084121.6	chr8	7730739	7733749
AC084121.7	chr8	7753682	7756692
AC084121.8	chr8	7746034	7749044
AC084121.9	chr8	7715443	7718453
AC087498.1	chr17	3385930	3386874
AC090360.1	chr18	80034346	80097088
AC091057.6	chr15	30624494	30649529
AC092442.1	chr4	6064977	6070162
AC092835.1	chr2	95207535	95259774
AC093323.1	chr4	6663396	6676755
AC093512.2	chr16	30053090	30070420
AC099489.1	chr16	11359845	11527245
AC104389.5	chr11	5254392	5678434
AC106774.4	chr5	17491325	17491769
AC113348.1	chr5	178694605	178697695
AC115220.1	chr7	63998874	64016130
AC118549.1	chr1	77562416	77683419
AC119396.1	chr19	7348943	7383385
AC119676.1	chr1	41585306	41628816
AC132217.2	chr11	2129112	2158391
AC133551.1	KI270728.1	17234	19833
AC134684.11	chr8	7556700	7559712
AC134684.8	chr8	7571995	7575006
AC134684.9	chr8	7579644	7582653
AC135068.1	chr15	21637909	21638992
AC135068.3	chr15	21651844	21652968
AC136352.2	KI270727.1	136160	167571
AC136352.3	KI270727.1	100123	101141
AC136428.1	chr16	33844784	33845229
AC136612.1	KI270728.1	933862	936467
AC136616.1	KI270728.1	1139577	1147868
AC136616.2	KI270728.1	1167457	1257196
AC136616.3	KI270728.1	1157687	1240349
AC138647.1	chr8	141514638	141518737
AC138969.1	chr16	16317444	16350590
AC141272.1	KI270728.1	1270984	1271271
AC145212.1	GL000194.1	53590	115018
AC171558.1	KI270727.1	386278	387620
AC171558.3	KI270727.1	372322	373405
AC187653.1	chr7	290170	294422
AC211486.6	chr7	75337138	75343016
AC211486.7	chr7	75281243	75287121
AC211486.8	chr7	75309171	75315049
AC213203.1	KI270713.1	35407	35916
AC213203.2	KI270713.1	31698	32528
AC231656.1	chrX	149414886	149415495
AC233723.1	chr17	4801159	4807013
AC233755.1	KI270726.1	41444	41876
AC233755.2	KI270726.1	26241	26534
AC236972.4	chrX	153271618	153277803
AC240274.1	KI270711.1	4612	29626
AC253572.1	chr1	120723946	120793874
ACAA1	chr3	38103129	38137242
ACAA2	chr18	49782164	49813953
ACACA	chr17	37084992	37406836
ACACB	chr12	109116595	109268226
ACAD10	chr12	111686056	111757107
ACAD11	chr3	132558138	132660082
ACAD8	chr11	134253495	134265855
ACAD9	chr3	128879596	128916067
ACADL	chr2	210187126	210225447
ACADM	chr1	75724347	75787575
ACADSB	chr10	123008979	123058311
ACADS	chr12	120725774	120740008
ACADVL	chr17	7217125	7225266
ACAN	chr15	88803440	88875354
ACAP1	chr17	7336529	7351477
ACAP2	chr3	195274745	195443044
ACAP3	chr1	1292390	1309609
ACAT1	chr11	108116695	108147603
ACAT2	chr6	159762045	159779112
ACBD3	chr1	226144679	226186741
ACBD4	chr17	45132600	45144181
ACBD5	chr10	27195214	27242130
ACBD6	chr1	180269653	180502954
ACBD7	chr10	15075475	15088776
ACCS	chr11	44065925	44084237
ACCSL	chr11	44047981	44059977
ACD	chr16	67657512	67660815
ACE2	chrX	15561033	15602148
ACE	chr17	63477061	63498380
ACER1	chr19	6306142	6333612
ACER2	chr9	19409009	19452505
ACER3	chr11	76860867	77026797
ACHE	chr7	100889994	100896974
ACIN1	chr14	23058564	23095614
ACKR1	chr1	159203307	159206500
ACKR2	chr3	42804752	42887974
ACKR3	chr2	236567787	236582354
ACKR4	chr3	132597270	132618967
ACLY	chr17	41866917	41930542
ACMSD	chr2	134838616	134902034
ACO1	chr9	32384603	32454769
ACO2	chr22	41469117	41528989
ACOD1	chr13	76948511	76958638
ACOT11	chr1	54542257	54639192
ACOT12	chr5	81329996	81394179
ACOT13	chr6	24667035	24705065
ACOT1	chr14	73537143	73543796
ACOT2	chr14	73567620	73575658
ACOT4	chr14	73591706	73596496
ACOT6	chr14	73610945	73619888
ACOT7	chr1	6264269	6394391
ACOT8	chr20	45841721	45857405
ACOT9	chrX	23701055	23766475
ACOX1	chr17	75941507	75979177
ACOX2	chr3	58505136	58537283
ACOX3	chr4	8366282	8440723
ACOXL	chr2	110732573	111118222
ACP1	chr2	264140	278283
ACP2	chr11	47239302	47248906
ACP4	chr19	50790415	50795219
ACP5	chr19	11574660	11579008
ACP6	chr1	147629652	147670524
ACP7	chr19	39083913	39111493
ACPP	chr3	132317369	132368298
ACRBP	chr12	6638075	6647433
ACR	chr22	50738196	50745339
ACRV1	chr11	125671522	125680874
ACSBG1	chr15	78167468	78245688
ACSBG2	chr19	6135247	6193094
ACSF2	chr17	50426158	50474845
ACSF3	chr16	89088375	89164121
ACSL1	chr4	184755595	184826818
ACSL3	chr2	222860942	222944639
ACSL4	chrX	109624244	109733403
ACSL5	chr10	112374018	112428380
ACSL6	chr5	131949973	132012243
ACSM1	chr16	20623237	20698890
ACSM2A	chr16	20451461	20487669
ACSM2B	chr16	20536226	20576427
ACSM3	chr16	20610243	20797581
ACSM4	chr12	7304284	7328724
ACSM5	chr16	20409534	20441336
ACSM6	chr10	95194200	95228928
ACSS1	chr20	25006230	25058980
ACSS2	chr20	34872146	34927962
ACSS3	chr12	80936414	81261210
ACTA1	chr1	229431245	229434098
ACTA2	chr10	88935074	88991339
ACTB	chr7	5527148	5563784
ACTBL2	chr5	57480018	57482811
ACTC1	chr15	34790230	34795549
ACTG1	chr17	81509971	81523847
ACTG2	chr2	73892314	73919865
ACTL10	chr20	33666943	33668525
ACTL6A	chr3	179562886	179588407
ACTL6B	chr7	100643097	100656448
ACTL7A	chr9	108862266	108863756
ACTL7B	chr9	108854588	108855986
ACTL8	chr1	17755333	17827063
ACTL9	chr19	8697400	8698795
ACTN1	chr14	68874143	68979440
ACTN2	chr1	236664141	236764631
ACTN3	chr11	66546395	66563334
ACTN4	chr19	38647649	38731589
ACTR10	chr14	58200080	58235636
ACTR1A	chr10	102461881	102502712
ACTR1B	chr2	97655939	97664044
ACTR2	chr2	65227753	65271253
ACTR3B	chr7	152759749	152855378
ACTR3C	chr7	150243916	150323725
ACTR3	chr2	113890063	113962596
ACTR5	chr20	38748460	38772520
ACTR6	chr12	100199122	100241865
ACTR8	chr3	53867066	53882152
ACTRT1	chrX	128050962	128052398
ACTRT2	chr1	3021467	3022903
ACTRT3	chr3	169766921	169769561
ACVR1B	chr12	51951699	51997078
ACVR1C	chr2	157526767	157628864
ACVR1	chr2	157736444	157875862
ACVR2A	chr2	147844517	147930826
ACVR2B	chr3	38453890	38493142
ACVRL1	chr12	51906908	51923361
ACY1	chr3	51983340	51989197
ACY3	chr11	67642555	67650730
ACYP1	chr14	75053237	75069483
ACYP2	chr2	53970838	54305300
ADA2	chr22	17178790	17258235
ADA	chr20	44619522	44652233
ADAD1	chr4	122378966	122429802
ADAD2	chr16	84191138	84197168
ADAL	chr15	43330657	43354555
ADAM10	chr15	58588809	58749791
ADAM11	chr17	44758988	44781846
ADAM12	chr10	126012381	126388455
ADAM15	chr1	155050566	155062775
ADAM17	chr2	9488486	9556732
ADAM18	chr8	39584489	39730065
ADAM19	chr5	157395534	157575775
ADAM20	chr14	70522358	70535015
ADAM21	chr14	70452174	70459905
ADAM22	chr7	87934143	88202889
ADAM23	chr2	206443532	206621127
ADAM28	chr8	24294069	24359014
ADAM29	chr4	174829668	174978180
ADAM2	chr8	39743735	39838289
ADAM30	chr1	119893533	119896515
ADAM32	chr8	39106990	39284917
ADAM33	chr20	3667965	3682246
ADAM7	chr8	24440930	24526970
ADAM8	chr10	133262420	133276868
ADAM9	chr8	38996869	39105261
ADAMDEC1	chr8	24384285	24406013
ADAMTS10	chr19	8580240	8610735
ADAMTS12	chr5	33523535	33892019
ADAMTS13	chr9	133414358	133459402
ADAMTS14	chr10	70672506	70762441
ADAMTS15	chr11	130448974	130476641
ADAMTS16	chr5	5140330	5320304
ADAMTS17	chr15	99971437	100342005
ADAMTS18	chr16	77247813	77435034
ADAMTS19	chr5	129460281	129738683
ADAMTS1	chr21	26835755	26845409
ADAMTS20	chr12	43353866	43552203
ADAMTS2	chr5	179110853	179345461
ADAMTS3	chr4	72280969	72569221
ADAMTS4	chr1	161184302	161199054
ADAMTS5	chr21	26917922	26967088
ADAMTS6	chr5	65148738	65481920
ADAMTS7	chr15	78759206	78811464
ADAMTS8	chr11	130404923	130428609
ADAMTS9	chr3	64515654	64688000
ADAMTSL1	chr9	17906563	18910950
ADAMTSL2	chr9	133532164	133575519
ADAMTSL3	chr15	83654088	84039842
ADAMTSL4	chr1	150549369	150560937
ADAMTSL5	chr19	1505022	1513604
ADAP1	chr7	897900	955407
ADAP2	chr17	30906344	30959322
ADARB1	chr21	45073853	45226560
ADARB2	chr10	1177313	1737525
ADAR	chr1	154582057	154628013
ADAT1	chr16	75596981	75623300
ADAT2	chr6	143422832	143450695
ADAT3	chr19	1905399	1913447
ADCK1	chr14	77800109	77935014
ADCK2	chr7	140672945	140696261
ADCK5	chr8	144373101	144393242
ADCY10	chr1	167809386	167914215
ADCY1	chr7	45574140	45723116
ADCY2	chr5	7396138	7830081
ADCY3	chr2	24819169	24919839
ADCY4	chr14	24318349	24335093
ADCY5	chr3	123282296	123449758
ADCY6	chr12	48766194	48789037
ADCY7	chr16	50246137	50318135
ADCY8	chr8	130780301	131040909
ADCY9	chr16	3953387	4116442
ADCYAP1	chr18	904871	912172
ADCYAP1R1	chr7	31052461	31111479
ADD1	chr4	2843857	2930076
ADD2	chr2	70607618	70768225
ADD3	chr10	109996368	110135565
ADGB	chr6	146598967	146815462
ADGRA1	chr10	133070929	133131675
ADGRA2	chr8	37784191	37844896
ADGRA3	chr4	22345071	22516066
ADGRB1	chr8	142449430	142545009
ADGRB2	chr1	31727117	31764893
ADGRB3	chr6	68635282	69389506
ADGRD1	chr12	130953907	131141469
ADGRD2	chr9	124451425	124478589
ADGRE1	chr19	6887566	6940459
ADGRE2	chr19	14732392	14778560
ADGRE3	chr19	14619117	14690027
ADGRE5	chr19	14380501	14408725
ADGRF1	chr6	46997708	47042350
ADGRF2	chr6	47656436	47697797
ADGRF3	chr2	26308173	26346817
ADGRF4	chr6	47685864	47722021
ADGRF5	chr6	46852522	46954943
ADGRG1	chr16	57610652	57665580
ADGRG2	chrX	18989307	19122637
ADGRG3	chr16	57668277	57689378
ADGRG4	chrX	136300963	136416890
ADGRG5	chr16	57542643	57591681
ADGRG6	chr6	142301854	142446266
ADGRG7	chr3	100609601	100695479
ADGRL1	chr19	14147743	14206187
ADGRL2	chr1	81306160	81992436
ADGRL3	chr4	61201258	62078335
ADGRL4	chr1	78889764	79282124
ADGRV1	chr5	90529344	91164437
ADH1A	chr4	99276369	99291003
ADH1B	chr4	99304971	99352760
ADH1C	chr4	99336497	99352746
ADH4	chr4	99123657	99157792
ADH5	chr4	99070978	99088801
ADH6	chr4	99202638	99219537
ADH7	chr4	99412261	99435737
ADHFE1	chr8	66432492	66468907
ADI1	chr2	3497366	3519531
ADIG	chr20	38581195	38588463
ADIPOQ	chr3	186842704	186858463
ADIPOR1	chr1	202940826	202958572
ADIPOR2	chr12	1688574	1788674
ADIRF	chr10	86968432	86983934
ADK	chr10	74151202	74709963
ADM2	chr22	50481543	50486440
ADM5	chr19	49688664	49690575
ADM	chr11	10305073	10307397
ADNP2	chr18	80109262	80147523
ADNP	chr20	50888916	50931437
ADO	chr10	62804720	62808479
ADORA1	chr1	203090654	203167405
ADORA2A	chr22	24417879	24442357
ADORA2B	chr17	15944917	15975746
ADORA3	chr1	111499429	111503760
ADPGK	chr15	72751369	72785846
ADPRH	chr3	119579268	119589945
ADPRHL1	chr13	113399610	113453524
ADPRHL2	chr1	36088892	36093932
ADPRM	chr17	10697594	10711558
ADRA1A	chr8	26748150	26867278
ADRA1B	chr5	159865080	159973012
ADRA1D	chr20	4220630	4249287
ADRA2A	chr10	111077029	111080907
ADRA2B	chr2	96112876	96116571
ADRA2C	chr4	3766348	3768526
ADRB1	chr10	114043866	114046904
ADRB2	chr5	148825245	148828687
ADRB3	chr8	37962990	37966599
ADRM1	chr20	62302093	62308862
ADSL	chr22	40346500	40390463
ADSS	chr1	244408494	244451909
ADSSL1	chr14	104724186	104747325
ADTRP	chr6	11712054	11807046
AEBP1	chr7	44104345	44114562
AEBP2	chr12	19404045	19720801
AEN	chr15	88621337	88632281
AFAP1	chr4	7758714	7939926
AFAP1L1	chr5	149271859	149343637
AFAP1L2	chr10	114294824	114404756
AFDN	chr6	167826922	167972023
AFF1	chr4	86935002	87141054
AFF2	chrX	148500617	149000663
AFF3	chr2	99545419	100192428
AFF4	chr5	132875395	132963634
AFG1L	chr6	108294991	108526796
AFG3L2	chr18	12328944	12377314
AFM	chr4	73481745	73504001
AFMID	chr17	78187317	78207701
AFP	chr4	73431138	73456174
AFTPH	chr2	64524305	64593005
AGA	chr4	177430774	177442437
AGAP1	chr2	235494043	236131800
AGAP2	chr12	57723761	57742157
AGAP3	chr7	151085831	151144436
AGAP4	chr10	45825594	45853875
AGAP5	chr10	73674285	73698159
AGAP6	chr10	49982190	50010499
AGAP9	chr10	47501854	47523638
AGBL1	chr15	86079973	87029052
AGBL2	chr11	47659591	47715389
AGBL3	chr7	134986508	135147963
AGBL4	chr1	48532854	50023954
AGBL5	chr2	27042364	27070622
AGER	chr6	32180968	32184322
AGFG1	chr2	227472152	227561214
AGFG2	chr7	100539203	100568220
AGGF1	chr5	77029251	77065234
AGK	chr7	141551278	141655244
AGL	chr1	99850361	99924023
AGMAT	chr1	15571699	15585051
AGMO	chr7	15200317	15562015
AGO1	chr1	35869808	35930532
AGO2	chr8	140520156	140635633
AGO3	chr1	35930718	36072500
AGO4	chr1	35808016	35857890
AGPAT1	chr6	32168212	32178096
AGPAT2	chr9	136673143	136687457
AGPAT3	chr21	43865223	43987592
AGPAT4	chr6	161129967	161274061
AGPAT5	chr8	6708642	6761503
AGPS	chr2	177392757	177559299
AGR2	chr7	16791811	16833433
AGR3	chr7	16859412	16881987
AGRN	chr1	1020120	1056118
AGRP	chr16	67482571	67483813
AGT	chr1	230702523	230714122
AGTPBP1	chr9	85546539	85742029
AGTR1	chr3	148697784	148743008
AGTR2	chrX	116170744	116174974
AGTRAP	chr1	11736084	11754802
AGXT2	chr5	34998101	35048135
AGXT	chr2	240868824	240880502
AHCTF1	chr1	246839098	246931967
AHCY	chr20	34280268	34311802
AHCYL1	chr1	109984765	110023742
AHCYL2	chr7	129225023	129430211
AHDC1	chr1	27534035	27604431
AHI1	chr6	135283532	135497765
AHNAK2	chr14	104937244	104978374
AHNAK	chr11	62433542	62556235
AHR	chr7	16916359	17346152
AHRR	chr5	321759	435110
AHSA1	chr14	77457870	77469472
AHSG	chr3	186613060	186621318
AHSP	chr16	31527900	31528803
AICDA	chr12	8602170	8612867
AIDA	chr1	222668013	222713210
AIF1	chr6	31615217	31617021
AIF1L	chr9	131096476	131123152
AIFM1	chrX	130129362	130165887
AIFM2	chr10	70098223	70132934
AIFM3	chr22	20965108	20981360
AIG1	chr6	143060496	143341058
AIM2	chr1	159062484	159147096
AIMP1	chr4	106315544	106349456
AIMP2	chr7	6009255	6023834
AIP	chr11	67483026	67491103
AIPL1	chr17	6393693	6435199
AIRE	chr21	44285838	44298648
AJAP1	chr1	4654609	4792534
AJM1	chr9	136844415	136848801
AJUBA	chr14	22971177	22982551
AK1	chr9	127866486	127877675
AK2	chr1	33007940	33080996
AK3	chr9	4709556	4742043
AK4	chr1	65147549	65232145
AK5	chr1	77282019	77559966
AK6	chr5	69350984	69370013
AK7	chr14	96392128	96489427
AK8	chr9	132725578	132878777
AK9	chr6	109492856	109691217
AKAIN1	chr18	5142911	5197503
AKAP10	chr17	19904302	19978343
AKAP11	chr13	42272152	42323261
AKAP12	chr6	151239967	151358559
AKAP13	chr15	85380571	85749358
AKAP14	chrX	119895837	119920716
AKAP17A	chrX	1591604	1602520
AKAP1	chr17	57085092	57121346
AKAP3	chr12	4615508	4649051
AKAP4	chrX	50190777	50201007
AKAP5	chr14	64465499	64474503
AKAP6	chr14	32329298	32837684
AKAP7	chr6	131135467	131283535
AKAP8	chr19	15353385	15379798
AKAP8L	chr19	15380050	15419141
AKAP9	chr7	91940867	92110673
AKIP1	chr11	8911139	8920084
AKIRIN1	chr1	38991276	39006059
AKIRIN2	chr6	87674860	87702233
AKNA	chr9	114334156	114394405
AKNAD1	chr1	108815898	108963484
AKR1A1	chr1	45550543	45570049
AKR1B10	chr7	134527567	134541412
AKR1B15	chr7	134549110	134579875
AKR1B1	chr7	134442356	134459284
AKR1C1	chr10	4963253	4983283
AKR1C2	chr10	4987400	5018031
AKR1C3	chr10	5035354	5107686
AKR1C4	chr10	5195462	5218949
AKR1C8P	chr10	5154140	5185187
AKR1D1	chr7	138002324	138118305
AKR1E2	chr10	4786629	4848062
AKR7A2	chr1	19303965	19312146
AKR7A3	chr1	19282573	19288770
AKT1	chr14	104769349	104795751
AKT1S1	chr19	49869033	49878459
AKT2	chr19	40230317	40285536
AKT3	chr1	243488233	243851079
AKTIP	chr16	53491040	53504411
AL022312.1	chr22	39504231	39504443
AL032819.3	chr16	1431035	1433397
AL034430.1	chr20	10413520	10431922
AL034430.2	chr20	10420546	10420737
AL096814.1	chr6	42155426	42163439
AL096814.2	chr6	42155406	42180056
AL109810.2	chr1	231184098	231187627
AL121578.2	chrX	37994252	37994918
AL135905.2	chr6	63572472	63583587
AL136454.1	chr1	192716132	192716653
AL138899.3	chr1	158127287	158128301
AL160269.1	chr9	96235331	96352058
AL162231.1	chr9	34664163	34666112
AL162596.1	chr1	152859996	152860985
AL353572.3	chr9	87956214	87956883
AL353579.1	chr6	37212181	37257637
AL354761.1	chr9	135604345	135618952
AL354822.1	GL000218.1	51867	54893
AL391650.1	chr1	26169516	26171831
AL391987.1	chr9	61861848	61862567
AL391987.2	chr9	61861625	61863200
AL445238.1	chr13	63832361	63833531
AL445989.1	chr13	63746741	63751080
AL451007.3	chr1	244729898	244730962
AL513128.2	chr10	22475455	22478026
AL590560.2	chr1	159834474	159873053
AL592183.1	GL000219.1	54224	83311
AL603764.2	chr10	122672850	122679494
AL627230.1	chr9	67725914	67726255
AL627230.3	chr9	67718236	67718955
AL772284.2	chrX	119073226	119076373
AL845331.2	chr2	94588522	94604573
ALAD	chr9	113386312	113401290
ALAS1	chr3	52198086	52214327
ALAS2	chrX	55009055	55030977
ALB	chr4	73397114	73421482
ALCAM	chr3	105366909	105576900
ALDH16A1	chr19	49453225	49471050
ALDH18A1	chr10	95605941	95656711
ALDH1A1	chr9	72900671	73080442
ALDH1A2	chr15	57953424	58497866
ALDH1A3	chr15	100877714	100916626
ALDH1B1	chr9	38392702	38398661
ALDH1L1	chr3	126103562	126197994
ALDH1L2	chr12	105019784	105107643
ALDH2	chr12	111766887	111817532
ALDH3A1	chr17	19737984	19748943
ALDH3A2	chr17	19648136	19685760
ALDH3B1	chr11	68008578	68029282
ALDH3B2	chr11	67662162	67681200
ALDH4A1	chr1	18871430	18902724
ALDH5A1	chr6	24494867	24537207
ALDH6A1	chr14	74056847	74084492
ALDH7A1	chr5	126531200	126595362
ALDH8A1	chr6	134917393	134950115
ALDH9A1	chr1	165662216	165698863
ALDOA	chr16	30064164	30070457
ALDOB	chr9	101420560	101449664
ALDOC	chr17	28573115	28576948
ALG10B	chr12	38316762	38329721
ALG10	chr12	34022468	34029694
ALG11	chr13	52012398	52033600
ALG12	chr22	49900229	49918438
ALG13	chrX	111665811	111760649
ALG14	chr1	94974405	95072951
ALG1	chr16	5033923	5087379
ALG1L2	chr3	130081831	130113227
ALG1L	chr3	125929275	125937039
ALG2	chr9	99216425	99221942
ALG3	chr3	184242301	184249548
ALG5	chr13	36949738	37000261
ALG6	chr1	63367575	63438553
ALG8	chr11	78100936	78139653
ALG9	chr11	111782195	111871581
ALKAL1	chr8	52534037	52565430
ALKAL2	chr2	279558	288851
ALKBH1	chr14	77672404	77708023
ALKBH2	chr12	109088188	109093631
ALKBH3	chr11	43880811	43920274
ALKBH4	chr7	102456238	102464863
ALKBH5	chr17	18183078	18209954
ALKBH6	chr19	36009120	36014239
ALKBH7	chr19	6372794	6375250
ALKBH8	chr11	107502726	107565746
ALK	chr2	29192774	29921586
ALLC	chr2	3658200	3702671
ALMS1	chr2	73385758	73625166
ALOX12B	chr17	8072636	8087716
ALOX12	chr17	6996049	7010754
ALOX15B	chr17	8039034	8049134
ALOX15	chr17	4630902	4642294
ALOX5AP	chr13	30713478	30764426
ALOX5	chr10	45374176	45446119
ALOXE3	chr17	8095900	8119047
ALPG	chr2	232406844	232410714
ALPI	chr2	232456125	232460753
ALPK1	chr4	112285509	112442621
ALPK2	chr18	58481247	58629091
ALPK3	chr15	84816680	84873482
ALPL	chr1	21509397	21578410
ALPP	chr2	232378724	232382889
ALS2	chr2	201700267	201780956
ALS2CL	chr3	46668995	46693704
ALX1	chr12	85280220	85301784
ALX3	chr1	110059870	110070672
ALX4	chr11	44260440	44310139
ALYREF	chr17	81887835	81891586
AMACR	chr5	33986165	34008104
AMBN	chr4	70592256	70607288
AMBP	chr9	114060127	114078328
AMBRA1	chr11	46396414	46594125
AMD1	chr6	110874770	110898879
AMDHD1	chr12	95943331	95968720
AMDHD2	chr16	2520357	2531422
AMELX	chrX	11293413	11300761
AMELY	chrY	6865918	6911774
AMER1	chrX	64185117	64205708
AMER2	chr13	25161684	25172288
AMER3	chr2	130755435	130768134
AMFR	chr16	56361452	56425545
AMH	chr19	2249309	2252073
AMHR2	chr12	53423855	53431672
AMIGO1	chr1	109504178	109509738
AMIGO2	chr12	47075707	47079951
AMIGO3	chr3	49716829	49719684
AMMECR1	chrX	110194186	110440233
AMMECR1L	chr2	127861630	127885922
AMN1	chr12	31671142	31729121
AMN	chr14	102922656	102933596
AMOT	chrX	112774503	112840815
AMOTL1	chr11	94706431	94876748
AMOTL2	chr3	134355874	134375479
AMPD1	chr1	114673090	114695618
AMPD2	chr1	109616104	109632053
AMPD3	chr11	10308313	10507579
AMPH	chr7	38383704	38631420
AMT	chr3	49416775	49422753
AMTN	chr4	70518569	70532743
AMY1A	chr1	103655290	103664554
AMY1B	chr1	103687415	103696680
AMY1C	chr1	103750406	103758690
